Local_Efficiency_roi_1,Local_Efficiency_roi_2,Local_Efficiency_roi_3,Local_Efficiency_roi_4,Local_Efficiency_roi_5,Local_Efficiency_roi_6,Local_Efficiency_roi_7,Local_Efficiency_roi_8,Local_Efficiency_roi_9,Local_Efficiency_roi_10,Local_Efficiency_roi_11,Local_Efficiency_roi_12,Local_Efficiency_roi_13,Local_Efficiency_roi_14,Local_Efficiency_roi_15,Local_Efficiency_roi_16,Clustering_Coefficient_roi_1,Clustering_Coefficient_roi_2,Clustering_Coefficient_roi_3,Clustering_Coefficient_roi_4,Clustering_Coefficient_roi_5,Clustering_Coefficient_roi_6,Clustering_Coefficient_roi_7,Clustering_Coefficient_roi_8,Clustering_Coefficient_roi_9,Clustering_Coefficient_roi_10,Clustering_Coefficient_roi_11,Clustering_Coefficient_roi_12,Clustering_Coefficient_roi_13,Clustering_Coefficient_roi_14,Clustering_Coefficient_roi_15,Clustering_Coefficient_roi_16,Betweenness_Centrality_roi_1,Betweenness_Centrality_roi_2,Betweenness_Centrality_roi_3,Betweenness_Centrality_roi_4,Betweenness_Centrality_roi_5,Betweenness_Centrality_roi_6,Betweenness_Centrality_roi_7,Betweenness_Centrality_roi_8,Betweenness_Centrality_roi_9,Betweenness_Centrality_roi_10,Betweenness_Centrality_roi_11,Betweenness_Centrality_roi_12,Betweenness_Centrality_roi_13,Betweenness_Centrality_roi_14,Betweenness_Centrality_roi_15,Betweenness_Centrality_roi_16,Degree_roi_1,Degree_roi_2,Degree_roi_3,Degree_roi_4,Degree_roi_5,Degree_roi_6,Degree_roi_7,Degree_roi_8,Degree_roi_9,Degree_roi_10,Degree_roi_11,Degree_roi_12,Degree_roi_13,Degree_roi_14,Degree_roi_15,Degree_roi_16,Eigenvect_centrality_roi_1,Eigenvect_centrality_roi_2,Eigenvect_centrality_roi_3,Eigenvect_centrality_roi_4,Eigenvect_centrality_roi_5,Eigenvect_centrality_roi_6,Eigenvect_centrality_roi_7,Eigenvect_centrality_roi_8,Eigenvect_centrality_roi_9,Eigenvect_centrality_roi_10,Eigenvect_centrality_roi_11,Eigenvect_centrality_roi_12,Eigenvect_centrality_roi_13,Eigenvect_centrality_roi_14,Eigenvect_centrality_roi_15,Eigenvect_centrality_roi_16,E_global_roi_1,E_global_roi_2,E_global_roi_3,E_global_roi_4,E_global_roi_5,E_global_roi_6,E_global_roi_7,E_global_roi_8,E_global_roi_9,E_global_roi_10,E_global_roi_11,E_global_roi_12,E_global_roi_13,E_global_roi_14,E_global_roi_15,E_global_roi_16
NaN,0.185763888888889,NaN,0.0833333333333333,0.104166666666667,0.179098462301587,NaN,NaN,0.467326388888889,0.849826388888889,0.371006944444444,0.104166666666667,0.135416666666667,0.614791666666667,0.313715277777778,NaN,NaN,0.166666666666667,NaN,0.0833333333333333,0.0833333333333333,0.121130952380952,NaN,NaN,0.301041666666667,0.697916666666667,0.290625,0.0833333333333333,0.166666666666667,0.454166666666667,0.240625,NaN,0.297055826118326,0.0499565811172954,0.0260299422799423,0.12875212585034,0.153447742733457,0.0713888244691816,0.0253355622552051,0.118869047619048,0.252014017728303,0.00577290764790765,0.0697328514739229,0.031547619047619,0.0224015022675737,0.0720868119975263,0.227870542156256,0.0102380952380952,4.5,3.25,2.4375,2.875,3.25,4.3125,2.375,2.375,5.8125,3.3125,4.25,2.5625,2.125,4.625,4.625,1.3125,0.247014054989591,0.23340125212823,0.174092509228188,0.0981282879856405,0.12692968843182,0.289337716666145,0.169712150130609,0.086509220187276,0.452835775373476,0.317349835467678,0.310237546474033,0.0452719582812634,0.0498398001451046,0.392754025692751,0.338235243330891,0.0239137479349681,0.617638888888889,0.517847222222222,0.491805555555555,0.513888888888889,0.529652777777778,0.56375,0.494444444444444,0.46,0.654861111111111,0.515555555555556,0.554097222222222,0.43344246031746,0.419722222222222,0.589930555555555,0.610069444444444,0.356011904761905
0.343489583333333,0.231944444444444,0.454861111111111,0.393865740740741,NaN,0.375,NaN,NaN,0.390294312169312,NaN,0.407762896825397,0.892361111111111,NaN,0.833333333333333,NaN,0.45327380952381,0.254166666666667,0.235416666666667,0.447916666666667,0.326785714285714,NaN,0.375,NaN,NaN,0.321428571428571,NaN,0.3,0.791666666666667,NaN,0.666666666666667,NaN,0.369940476190476,0.110684523809524,0.143373015873016,0.0423015873015873,0.0812896825396825,0,0.0185515873015873,0.00784722222222222,0.0331845238095238,0.106200396825397,0.000744047619047619,0.228363095238095,0.00441468253968254,0.0574404761904762,0.0102678571428571,0.0372619047619048,0.227599206349206,4.875,4.375,3.375,4.625,1.25,2.9375,1.5,3.3125,4.375,1.3125,6.75,3.1875,1.75,3,2.4375,4.9375,0.302878978886909,0.269692695419437,0.244492816318342,0.320130352261816,0.029430446408491,0.176947496428331,0.0586572017534584,0.24236159160857,0.310166296987593,0.0852386849433499,0.458468086514212,0.259378758713032,0.0598319682057682,0.192523910845214,0.109898774052148,0.29957262604914,0.583611111111111,0.568888888888889,0.522569444444444,0.577777777777778,0.282916666666667,0.470277777777778,0.312847222222222,0.524097222222222,0.574652777777778,0.394166666666667,0.670138888888889,0.5125,0.338888888888889,0.480833333333333,0.35625,0.598263888888889
0.579583333333333,0.530208333333333,NaN,0.666927083333333,NaN,0.713541666666667,NaN,0.823263888888889,0.724280753968254,NaN,0.323333333333333,NaN,NaN,0.752360284391535,0.488541666666667,1,0.45,0.41875,NaN,0.585416666666667,NaN,0.71875,NaN,0.71875,0.532291666666667,NaN,0.2875,NaN,NaN,0.53125,0.395833333333333,1,0.117718253968254,0.123357426303855,0.0453784013605442,0.0916822562358277,0.00723214285714286,0.032889739229025,0,0.0365603741496599,0.186849489795918,0.024608843537415,0.289017857142857,0.113759920634921,0.0495634920634921,0.124946145124717,0.170126133786848,0,5.6875,4.25,1.9375,4.3125,1,2.5,1,3.5,5.75,2.125,5,2.5625,1.3125,5.6875,4.875,2.5,0.406083473866315,0.141604474007505,0.125174441143144,0.334352375799817,0.0143969869308146,0.199011901893984,0.0768859254315412,0.127392731973936,0.434718009330532,0.0782099035854384,0.26698545040491,0.160910952456404,0.0295816942968911,0.415477267210293,0.34242560905766,0.0865142811152567,0.604513888888889,0.534027777777778,0.431944444444444,0.554861111111111,0.235406746031746,0.464236111111111,0.380208333333333,0.491527777777778,0.632638888888889,0.425803571428571,0.602291666666667,0.460763888888889,0.267708333333333,0.609375,0.592152777777778,0.430218253968254
0.28359375,0.810763888888889,NaN,0.0381944444444444,NaN,0.494081101190476,0.510416666666667,1,0.298958333333333,0.449093856292517,0.0208333333333333,NaN,NaN,0.809895833333333,0.503587962962963,0.640625,0.25,0.665625,NaN,0.0416666666666667,NaN,0.374255952380952,0.416666666666667,1,0.257291666666667,0.364732142857143,0.0208333333333333,NaN,NaN,0.744791666666667,0.392708333333333,0.591666666666667,0.22499716553288,0.044406179138322,0,0.110892857142857,0.00952380952380952,0.0768849206349206,0.0168112244897959,0,0.21640447845805,0.186729024943311,0.130287698412698,0.0178075396825397,0.0227083333333333,0.00898384353741496,0.0258786848072562,0.0987556689342404,5.25,4.3125,1,2.625,1.375,4.6875,3.0625,2.8125,5.375,6.375,2.75,1.4375,1.625,3.125,3.6875,4.5,0.345638234854205,0.340216569578743,0.0286244220690554,0.100535239509405,0.0127749399629969,0.299472064988817,0.201851039705662,0.239683323929831,0.315435207868619,0.450653554259718,0.122978476042048,0.052044713268233,0.0269314975541901,0.236494728273245,0.251713682453366,0.312480665498917,0.610208333333333,0.559375,0.339623015873016,0.46625,0.206736111111111,0.572569444444444,0.490277777777778,0.472430555555556,0.613680555555555,0.644444444444445,0.492430555555555,0.383303571428572,0.229027777777778,0.509861111111111,0.526944444444445,0.560416666666667
0.783611111111111,NaN,0.3734375,0.267361111111111,0.0685639880952381,NaN,NaN,0.101171875,0.8390625,0.243849206349206,0.806770833333334,0.104166666666667,0.3125,0.48636078042328,NaN,NaN,0.591666666666667,NaN,0.365625,0.260416666666667,0.0657738095238095,NaN,NaN,0.084375,0.721875,0.203125,0.619791666666667,0.104166666666667,0.3125,0.38452380952381,NaN,NaN,0.087093253968254,0.0109325396825397,0.136933815192744,0.103351048752834,0.143027919501134,0.00358134920634921,0.0407560941043084,0.261048044217687,0.0294678287981859,0.253296485260771,0.0658517573696145,0.0574603174603175,0.0396003401360544,0.207488662131519,0.0851105442176871,0,5.125,1.6875,4.0625,3,3,1.4375,2.5625,3.9375,4.4375,4.75,4.5625,2.3125,2,6,4.125,1,0.411287940974241,0.0783811635643036,0.267498418698644,0.146298093325237,0.0717458025471075,0.113790244289736,0.0973101758276951,0.141304298816998,0.388020375825135,0.273440035797153,0.376316859524998,0.0473992544707289,0.0252051799332943,0.434329413419741,0.280185642526374,0.0309279821203929,0.6,0.418125,0.5625,0.495208333333333,0.502430555555555,0.432222222222222,0.434623015873016,0.576388888888889,0.567986111111111,0.6125,0.575347222222222,0.436875,0.413194444444445,0.6375,0.525486111111111,0.380902777777778
0.541840277777778,NaN,NaN,0.177951388888889,0.699652777777778,0.864583333333333,NaN,NaN,0.511458333333333,0.125,0.447916666666667,0.577141203703704,0.90625,0.725694444444445,0.512152777777778,NaN,0.364583333333333,NaN,NaN,0.169791666666667,0.5625,0.729166666666667,NaN,NaN,0.3375,0.125,0.416666666666667,0.491666666666667,0.8125,0.5,0.385416666666667,NaN,0.171426445578231,0.203938492063492,0.127941940665155,0.161562736205593,0.0838371598639456,0.0240192743764172,0.0248178854875283,0.149977560468632,0.148573790627362,0.0691548563869992,0.116118905895692,0.0756627928949358,0.00867772108843537,0.060489417989418,0.0803982426303854,0.00411706349206349,4.875,4.25,2.6875,3.25,3.4375,2.875,2.25,3.375,5,2.625,3.25,3.3125,2.625,4.3125,4,1.875,0.400264075154233,0.261196976141216,0.122849968571438,0.124182900705841,0.100435011652085,0.272091881275236,0.170404693983564,0.136849048918728,0.409860727164901,0.208878642825646,0.243281980551027,0.0855509916000973,0.0755723202825679,0.388310759830106,0.318132921941044,0.0939252927624383,0.590208333333333,0.547797619047619,0.463402777777778,0.487748015873016,0.472799272486772,0.491130952380952,0.435833333333333,0.458581349206349,0.577361111111111,0.493680555555555,0.507013888888889,0.455282738095238,0.416063161375661,0.539791666666667,0.509652777777778,0.379819775132275
0.6453125,0.196875,0.508159722222222,0.145833333333333,NaN,0.366319444444445,NaN,NaN,0.679300860969388,NaN,0.673046875,NaN,NaN,0.59192294973545,0.33813244047619,NaN,0.466666666666667,0.1875,0.370833333333333,0.145833333333333,NaN,0.339583333333333,NaN,NaN,0.429910714285714,NaN,0.488541666666667,NaN,NaN,0.384970238095238,0.255654761904762,NaN,0.0861904761904762,0.11546626984127,0.147979797979798,0.123809523809524,0.00631880024737168,0.075722273757988,0,0,0.119439033189033,0.00804859822716966,0.0776213667285096,0,0.0278571428571429,0.0968333848690992,0.23622822613894,0.114794629973201,4.125,4.625,4.4375,2.6875,1.5625,3.875,1,1,5.8125,2.5,4.75,1,2,5.625,5.8125,3.1875,0.289882918858681,0.271507117833762,0.281818014447023,0.111913578974205,0.0450095792554107,0.250509164864,0.0833279049647762,0.0324785048550319,0.420074489292344,0.188791850775192,0.35585658488045,0.0254983845182481,0.0802779498286935,0.389535525862778,0.358033035753396,0.155352727632123,0.549722222222222,0.580902777777778,0.573611111111111,0.460972222222222,0.304305555555556,0.548333333333333,0.391458333333333,0.302777777777778,0.630208333333333,0.480347222222222,0.595833333333333,0.324375,0.3425,0.618472222222222,0.627777777777778,0.45
0.403645833333333,0.66796875,0.409375,0.268164682539683,NaN,0.911458333333333,0.402916666666667,0.460329861111111,0.296875,NaN,0.469816468253968,1,1,0.626866319444444,NaN,0.496527777777778,0.338541666666667,0.51875,0.372916666666667,0.233928571428571,NaN,0.885416666666667,0.402083333333333,0.3875,0.302083333333333,NaN,0.364434523809524,1,1,0.558333333333333,NaN,0.458333333333333,0.108878968253968,0.134200444066515,0.17707955404384,0.282458427815571,0,0.00495441232048375,0.141232520786092,0.129603174603175,0.0951528250188965,0.122120417611489,0.214809618291761,0,0,0.0787755102040816,0,0.0589484126984127,3.875,4.8125,4.4375,5.375,0.5625,2.3125,4.1875,4.25,2.9375,4.125,5.6875,2,2,3.5625,1,2.875,0.176008533643497,0.40324948597021,0.332635944277476,0.220552528837721,0.0389146564875194,0.0943618027167613,0.30743821805878,0.321976431352864,0.18952343663865,0.293049468019912,0.434836781600577,0.0657025828125379,0.0657025828125379,0.149532280873633,0.078030237563473,0.1916004179855,0.520138888888889,0.599236111111111,0.589513888888889,0.597847222222222,0.236458333333333,0.427797619047619,0.550625,0.573263888888889,0.511944444444444,0.573958333333333,0.630555555555556,0.414603174603175,0.414603174603175,0.50390873015873,0.365069444444445,0.507013888888889
0.580729166666667,NaN,NaN,NaN,NaN,1,NaN,NaN,0.66478835978836,0.946986607142857,0.576934523809524,NaN,NaN,0.644568452380952,0.829166666666667,0.375,0.5,NaN,NaN,NaN,NaN,1,NaN,NaN,0.472842261904762,0.894047619047619,0.469345238095238,NaN,NaN,0.471279761904762,0.741666666666667,0.375,0.0606930272108844,0.0023015873015873,0,0.0329393424036281,0.0183475056689342,0,0,0.0054875283446712,0.232144274376417,0.0115051020408163,0.167332766439909,0.139783163265306,0.0540972222222222,0.131656746031746,0.0505853174603175,0.154435941043084,3.5,1,0.9375,2.5625,2.375,2,0.25,1.3125,7.0625,4.375,6.5,3.8125,2.5625,6.125,5,4.625,0.187549969254761,0.052369009895626,0.0786841939262821,0.124246130907485,0.0627367934988669,0.116678526352605,0.0152248315427671,0.0645443683073585,0.448496732544672,0.348357699037195,0.41376624262973,0.158557483881612,0.0698053309459757,0.383814729168814,0.366707880851091,0.276256101916983,0.512291666666666,0.276666666666667,0.374791666666667,0.425,0.383958333333333,0.425763888888889,0.105555555555556,0.388680555555556,0.674305555555556,0.552777777777778,0.640972222222222,0.490972222222222,0.403819444444444,0.619791666666667,0.579861111111111,0.5625
0.467013888888889,NaN,0.489583333333333,0,NaN,NaN,NaN,0.179960317460317,0.83671875,NaN,0.630644841269841,0.0208333333333333,0,0.70625,0.534375,NaN,0.332440476190476,NaN,0.458333333333333,0,NaN,NaN,NaN,0.149107142857143,0.710416666666667,NaN,0.495535714285714,0.0208333333333333,0,0.55625,0.46875,NaN,0.324095804988662,0.0851084183673469,0.121079931972789,0.171684382086168,0.0673993764172336,0.0345096371882086,0,0.174458616780045,0.0312698412698413,0.0192268990929705,0.107739512471655,0.0872066326530612,0.0504145408163265,0.0575588151927438,0.153845663265306,0.0929733560090703,6.75,2.9375,2.875,2.75,2.5625,2.5,1,4.1875,4.25,2.125,4.3125,2.8125,2.5625,4.5,5,2.875,0.470172886990868,0.088575094156362,0.210363775276917,0.141754329025427,0.0541362673631743,0.208076308490942,0.0935480745200603,0.16397536729066,0.381132314487982,0.0725985841334431,0.339886863441761,0.0858222838822437,0.0608515083995856,0.363024700161033,0.390363787289007,0.0794243887918832,0.675,0.418055555555556,0.523690476190476,0.528541666666667,0.451114417989418,0.494791666666667,0.375327380952381,0.553482142857143,0.557361111111111,0.367440476190476,0.569861111111111,0.479593253968254,0.455496031746032,0.570138888888889,0.580277777777778,0.478574735449735
